2022-04-21 03:33:21,230 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='SoftTrain_option', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=0.2, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.005, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=5.0)
2022-04-21 03:33:24,697 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 03:33:24,697 DEBUG  * Prec@1 91.890
2022-04-21 03:33:24,702 DEBUG load 0.weight to surrogate
2022-04-21 03:33:24,702 DEBUG load 0.bias to surrogate
2022-04-21 03:33:24,703 DEBUG load 1.weight to surrogate
2022-04-21 03:33:24,703 DEBUG load 1.bias to surrogate
2022-04-21 03:33:24,703 DEBUG load 1.running_mean to surrogate
2022-04-21 03:33:24,703 DEBUG load 1.running_var to surrogate
2022-04-21 03:33:24,703 DEBUG load 1.num_batches_tracked to surrogate
2022-04-21 03:33:24,703 DEBUG load 3.weight to surrogate
2022-04-21 03:33:24,703 DEBUG load 3.bias to surrogate
2022-04-21 03:33:24,703 DEBUG load 4.weight to surrogate
2022-04-21 03:33:24,704 DEBUG load 4.bias to surrogate
2022-04-21 03:33:24,704 DEBUG load 4.running_mean to surrogate
2022-04-21 03:33:24,704 DEBUG load 4.running_var to surrogate
2022-04-21 03:33:24,704 DEBUG load 4.num_batches_tracked to surrogate
2022-04-21 03:33:24,704 DEBUG load 7.weight to surrogate
2022-04-21 03:33:24,704 DEBUG load 7.bias to surrogate
2022-04-21 03:33:24,704 DEBUG load 8.weight to surrogate
2022-04-21 03:33:24,704 DEBUG load 8.bias to surrogate
2022-04-21 03:33:24,704 DEBUG load 8.running_mean to surrogate
2022-04-21 03:33:24,705 DEBUG load 8.running_var to surrogate
2022-04-21 03:33:24,705 DEBUG load 8.num_batches_tracked to surrogate
2022-04-21 03:33:24,705 DEBUG load 10.weight to surrogate
2022-04-21 03:33:24,705 DEBUG load 10.bias to surrogate
2022-04-21 03:33:24,705 DEBUG load 11.weight to surrogate
2022-04-21 03:33:24,705 DEBUG load 11.bias to surrogate
2022-04-21 03:33:24,705 DEBUG load 11.running_mean to surrogate
2022-04-21 03:33:24,705 DEBUG load 11.running_var to surrogate
2022-04-21 03:33:24,706 DEBUG load 11.num_batches_tracked to surrogate
2022-04-21 03:33:24,711 DEBUG 8
2022-04-21 03:33:24,711 DEBUG 14
2022-04-21 03:33:24,712 DEBUG surrogate parameter has 14 trainable parameters!
2022-04-21 03:33:28,161 DEBUG epoch: 0, val_acc: 8.69
2022-04-21 03:33:30,086 DEBUG epoch: 1, train_acc: 26.295490506329113, val_acc: 48.71, acc_loss: 2.2779770018179204, grad_loss: None
2022-04-21 03:33:32,087 DEBUG epoch: 2, train_acc: 59.21677215189873, val_acc: 67.76, acc_loss: 2.112122976327244, grad_loss: None
2022-04-21 03:33:33,995 DEBUG epoch: 3, train_acc: 79.86550632911393, val_acc: 85.48, acc_loss: 1.3140229816678204, grad_loss: None
2022-04-21 03:33:35,929 DEBUG epoch: 4, train_acc: 91.1689082278481, val_acc: 88.65, acc_loss: 0.4767036168258401, grad_loss: None
2022-04-21 03:33:37,870 DEBUG epoch: 5, train_acc: 93.29509493670886, val_acc: 89.23, acc_loss: 0.2629653972726834, grad_loss: None
2022-04-21 03:33:39,770 DEBUG epoch: 6, train_acc: 94.56091772151899, val_acc: 90.07, acc_loss: 0.19712365998686115, grad_loss: None
2022-04-21 03:33:41,680 DEBUG epoch: 7, train_acc: 95.44106012658227, val_acc: 90.68, acc_loss: 0.16278075459825841, grad_loss: None
2022-04-21 03:33:43,597 DEBUG epoch: 8, train_acc: 95.90585443037975, val_acc: 90.58, acc_loss: 0.14787656879877742, grad_loss: None
2022-04-21 03:33:45,539 DEBUG epoch: 9, train_acc: 96.62776898734177, val_acc: 91.05, acc_loss: 0.1155304629591447, grad_loss: None
2022-04-21 03:33:47,451 DEBUG epoch: 10, train_acc: 96.6376582278481, val_acc: 90.5, acc_loss: 0.11198606507121762, grad_loss: None
2022-04-21 03:33:49,368 DEBUG epoch: 11, train_acc: 96.73655063291139, val_acc: 91.12, acc_loss: 0.11359143525927881, grad_loss: None
2022-04-21 03:33:51,338 DEBUG epoch: 12, train_acc: 96.99367088607595, val_acc: 91.04, acc_loss: 0.10260265105981616, grad_loss: None
2022-04-21 03:33:53,260 DEBUG epoch: 13, train_acc: 97.35957278481013, val_acc: 91.28, acc_loss: 0.08581987002723013, grad_loss: None
2022-04-21 03:33:55,184 DEBUG epoch: 14, train_acc: 97.3496835443038, val_acc: 91.09, acc_loss: 0.08679557714281202, grad_loss: None
2022-04-21 03:33:57,146 DEBUG epoch: 15, train_acc: 97.06289556962025, val_acc: 90.9, acc_loss: 0.08858116058915665, grad_loss: None
2022-04-21 03:33:59,074 DEBUG epoch: 16, train_acc: 96.9442246835443, val_acc: 91.38, acc_loss: 0.09255139155407684, grad_loss: None
2022-04-21 03:34:00,989 DEBUG epoch: 17, train_acc: 97.46835443037975, val_acc: 91.2, acc_loss: 0.08313568642575152, grad_loss: None
2022-04-21 03:34:02,934 DEBUG epoch: 18, train_acc: 97.65625, val_acc: 91.12, acc_loss: 0.07729741922709384, grad_loss: None
2022-04-21 03:34:04,843 DEBUG epoch: 19, train_acc: 97.38924050632912, val_acc: 91.23, acc_loss: 0.07840626245906836, grad_loss: None
2022-04-21 03:34:06,748 DEBUG epoch: 20, train_acc: 97.88370253164557, val_acc: 91.38, acc_loss: 0.06660775578569007, grad_loss: None
2022-04-21 03:34:08,659 DEBUG epoch: 21, train_acc: 97.77492088607595, val_acc: 91.34, acc_loss: 0.0710745732465028, grad_loss: None
