2022-04-22 17:49:33,199 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_CIFAR10', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar100', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar100_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=10000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=7.0)
2022-04-22 17:49:36,675 DEBUG Test (client-0):	Loss 1.2311 (1.7817)	Prec@1 75.000 (68.630)
2022-04-22 17:49:36,675 DEBUG  * Prec@1 68.630
2022-04-22 17:49:36,679 DEBUG load 0.weight to surrogate
2022-04-22 17:49:36,680 DEBUG load 0.bias to surrogate
2022-04-22 17:49:36,680 DEBUG load 1.weight to surrogate
2022-04-22 17:49:36,680 DEBUG load 1.bias to surrogate
2022-04-22 17:49:36,680 DEBUG load 1.running_mean to surrogate
2022-04-22 17:49:36,680 DEBUG load 1.running_var to surrogate
2022-04-22 17:49:36,680 DEBUG load 1.num_batches_tracked to surrogate
2022-04-22 17:49:36,680 DEBUG load 3.weight to surrogate
2022-04-22 17:49:36,680 DEBUG load 3.bias to surrogate
2022-04-22 17:49:36,680 DEBUG load 4.weight to surrogate
2022-04-22 17:49:36,680 DEBUG load 4.bias to surrogate
2022-04-22 17:49:36,680 DEBUG load 4.running_mean to surrogate
2022-04-22 17:49:36,680 DEBUG load 4.running_var to surrogate
2022-04-22 17:49:36,681 DEBUG load 4.num_batches_tracked to surrogate
2022-04-22 17:49:36,685 DEBUG 16
2022-04-22 17:49:36,685 DEBUG 22
2022-04-22 17:49:36,685 DEBUG surrogate parameter has 22 trainable parameters!
2022-04-22 17:49:41,308 DEBUG epoch: 0, val_acc: 0.91, val_fidelity: 0.84
2022-04-22 17:49:44,110 DEBUG epoch: 1, train_acc: 0.0, val_acc: 0.91, fidel_score: 0.84, acc_loss: 0.0, grad_loss: 4.108049685441995
2022-04-22 17:49:46,901 DEBUG epoch: 2, train_acc: 0.0, val_acc: 0.91, fidel_score: 0.9, acc_loss: 0.0, grad_loss: 4.106239925456952
2022-04-22 17:49:49,699 DEBUG epoch: 3, train_acc: 0.0, val_acc: 0.91, fidel_score: 0.9, acc_loss: 0.0, grad_loss: 4.111832980868183
2022-04-22 17:49:52,512 DEBUG epoch: 4, train_acc: 0.0, val_acc: 0.92, fidel_score: 0.87, acc_loss: 0.0, grad_loss: 4.105758033221281
2022-04-22 17:49:55,300 DEBUG epoch: 5, train_acc: 0.0, val_acc: 0.93, fidel_score: 0.91, acc_loss: 0.0, grad_loss: 4.1073181780078745
2022-04-22 17:49:58,105 DEBUG epoch: 6, train_acc: 0.0, val_acc: 0.94, fidel_score: 0.93, acc_loss: 0.0, grad_loss: 4.102029673660858
2022-04-22 17:50:00,913 DEBUG epoch: 7, train_acc: 0.0, val_acc: 0.95, fidel_score: 0.93, acc_loss: 0.0, grad_loss: 4.108998359004153
2022-04-22 17:50:03,729 DEBUG epoch: 8, train_acc: 0.0, val_acc: 0.94, fidel_score: 0.93, acc_loss: 0.0, grad_loss: 4.10849368723133
2022-04-22 17:50:06,534 DEBUG epoch: 9, train_acc: 0.0, val_acc: 0.93, fidel_score: 0.92, acc_loss: 0.0, grad_loss: 4.1048335636718365
2022-04-22 17:50:09,332 DEBUG epoch: 10, train_acc: 0.0, val_acc: 0.93, fidel_score: 0.92, acc_loss: 0.0, grad_loss: 4.10157460804227
2022-04-22 17:50:12,150 DEBUG epoch: 11, train_acc: 0.0, val_acc: 0.92, fidel_score: 0.9, acc_loss: 0.0, grad_loss: 4.107181367994864
2022-04-22 17:50:14,956 DEBUG epoch: 12, train_acc: 0.0, val_acc: 0.92, fidel_score: 0.9, acc_loss: 0.0, grad_loss: 4.1014879443977454
2022-04-22 17:50:17,750 DEBUG epoch: 13, train_acc: 0.0, val_acc: 0.93, fidel_score: 0.86, acc_loss: 0.0, grad_loss: 4.102236328245718
2022-04-22 17:50:20,565 DEBUG epoch: 14, train_acc: 0.0, val_acc: 0.9, fidel_score: 0.8, acc_loss: 0.0, grad_loss: 4.104250470294228
2022-04-22 17:50:23,351 DEBUG epoch: 15, train_acc: 0.0, val_acc: 0.87, fidel_score: 0.78, acc_loss: 0.0, grad_loss: 4.107323097277291
2022-04-22 17:50:26,181 DEBUG epoch: 16, train_acc: 0.0, val_acc: 0.86, fidel_score: 0.76, acc_loss: 0.0, grad_loss: 4.10905966275855
2022-04-22 17:50:28,981 DEBUG epoch: 17, train_acc: 0.0, val_acc: 0.85, fidel_score: 0.77, acc_loss: 0.0, grad_loss: 4.106051414827757
2022-04-22 17:50:31,784 DEBUG epoch: 18, train_acc: 0.0, val_acc: 0.89, fidel_score: 0.83, acc_loss: 0.0, grad_loss: 4.1035325678089
2022-04-22 17:50:34,571 DEBUG epoch: 19, train_acc: 0.0, val_acc: 0.92, fidel_score: 0.86, acc_loss: 0.0, grad_loss: 4.10808543012112
2022-04-22 17:50:37,386 DEBUG epoch: 20, train_acc: 0.0, val_acc: 0.9, fidel_score: 0.95, acc_loss: 0.0, grad_loss: 4.106614731535127
2022-04-22 17:50:40,179 DEBUG epoch: 21, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.03, acc_loss: 0.0, grad_loss: 4.114300420012655
2022-04-22 17:50:42,975 DEBUG epoch: 22, train_acc: 0.0, val_acc: 0.98, fidel_score: 1.05, acc_loss: 0.0, grad_loss: 4.110542406009722
2022-04-22 17:50:45,803 DEBUG epoch: 23, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.04, acc_loss: 0.0, grad_loss: 4.1092497215995305
2022-04-22 17:50:48,605 DEBUG epoch: 24, train_acc: 0.0, val_acc: 0.94, fidel_score: 0.94, acc_loss: 0.0, grad_loss: 4.10796664032755
2022-04-22 17:50:51,421 DEBUG epoch: 25, train_acc: 0.0, val_acc: 0.87, fidel_score: 0.82, acc_loss: 0.0, grad_loss: 4.108429057688653
2022-04-22 17:50:54,225 DEBUG epoch: 26, train_acc: 0.0, val_acc: 0.96, fidel_score: 1.05, acc_loss: 0.0, grad_loss: 4.114343187477015
2022-04-22 17:50:57,046 DEBUG epoch: 27, train_acc: 0.0, val_acc: 0.98, fidel_score: 1.07, acc_loss: 0.0, grad_loss: 4.104555166220363
2022-04-22 17:50:59,858 DEBUG epoch: 28, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.08, acc_loss: 0.0, grad_loss: 4.111687198469911
2022-04-22 17:51:02,649 DEBUG epoch: 29, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.1, acc_loss: 0.0, grad_loss: 4.111202584037298
2022-04-22 17:51:05,440 DEBUG epoch: 30, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.1, acc_loss: 0.0, grad_loss: 4.110011978994442
2022-04-22 17:51:08,246 DEBUG epoch: 31, train_acc: 0.0, val_acc: 0.95, fidel_score: 1.07, acc_loss: 0.0, grad_loss: 4.117488351049302
2022-04-22 17:51:11,050 DEBUG epoch: 32, train_acc: 0.0, val_acc: 0.92, fidel_score: 1.08, acc_loss: 0.0, grad_loss: 4.10423595694047
2022-04-22 17:51:13,872 DEBUG epoch: 33, train_acc: 0.0, val_acc: 0.94, fidel_score: 1.28, acc_loss: 0.0, grad_loss: 4.104493956022624
2022-04-22 17:51:16,672 DEBUG epoch: 34, train_acc: 0.0, val_acc: 1.01, fidel_score: 1.36, acc_loss: 0.0, grad_loss: 4.110363558877872
2022-04-22 17:51:19,467 DEBUG epoch: 35, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.116421971140029
2022-04-22 17:51:22,268 DEBUG epoch: 36, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.1086456051355675
2022-04-22 17:51:25,069 DEBUG epoch: 37, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.106205237062672
2022-04-22 17:51:27,860 DEBUG epoch: 38, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.111690475970884
2022-04-22 17:51:30,659 DEBUG epoch: 39, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.1000314392621
2022-04-22 17:51:33,475 DEBUG epoch: 40, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.111973943589609
2022-04-22 17:51:36,283 DEBUG epoch: 41, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.103568946258931
2022-04-22 17:51:39,092 DEBUG epoch: 42, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.1019519371322435
2022-04-22 17:51:41,883 DEBUG epoch: 43, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.34, acc_loss: 0.0, grad_loss: 4.114363760887822
