2022-04-21 03:43:11,144 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='SoftTrain_option', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=0.02, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.005, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=10000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=2.0)
2022-04-21 03:43:14,585 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 03:43:14,585 DEBUG  * Prec@1 91.890
2022-04-21 03:43:14,586 DEBUG load 1.weight to surrogate
2022-04-21 03:43:14,586 DEBUG load 1.bias to surrogate
2022-04-21 03:43:14,587 DEBUG 4
2022-04-21 03:43:14,587 DEBUG surrogate parameter has 4 trainable parameters!
2022-04-21 03:43:17,374 DEBUG epoch: 0, val_acc: 10.16
2022-04-21 03:43:18,283 DEBUG epoch: 1, train_acc: 31.978665351867676, val_acc: 83.57, acc_loss: 2.0687071830034256, grad_loss: None
2022-04-21 03:43:19,166 DEBUG epoch: 2, train_acc: 95.26742744445801, val_acc: 91.68, acc_loss: 1.1291568502783775, grad_loss: None
2022-04-21 03:43:20,122 DEBUG epoch: 3, train_acc: 96.58203125, val_acc: 91.76, acc_loss: 0.5318841077387333, grad_loss: None
2022-04-21 03:43:21,024 DEBUG epoch: 4, train_acc: 97.49849700927734, val_acc: 91.89, acc_loss: 0.2956378199160099, grad_loss: None
2022-04-21 03:43:21,928 DEBUG epoch: 5, train_acc: 98.00180244445801, val_acc: 91.89, acc_loss: 0.25615689158439636, grad_loss: None
2022-04-21 03:43:22,879 DEBUG epoch: 6, train_acc: 97.66376209259033, val_acc: 91.87, acc_loss: 0.21902304701507092, grad_loss: None
2022-04-21 03:43:23,820 DEBUG epoch: 7, train_acc: 99.0234375, val_acc: 91.84, acc_loss: 0.15172875951975584, grad_loss: None
2022-04-21 03:43:24,733 DEBUG epoch: 8, train_acc: 97.88160991668701, val_acc: 91.86, acc_loss: 0.1819800278171897, grad_loss: None
2022-04-21 03:43:25,644 DEBUG epoch: 9, train_acc: 97.61117744445801, val_acc: 91.89, acc_loss: 0.1778773320838809, grad_loss: None
2022-04-21 03:43:26,536 DEBUG epoch: 10, train_acc: 98.6328125, val_acc: 91.86, acc_loss: 0.146431565284729, grad_loss: None
2022-04-21 03:43:27,481 DEBUG epoch: 11, train_acc: 97.4609375, val_acc: 91.85, acc_loss: 0.16821631230413914, grad_loss: None
2022-04-21 03:43:28,389 DEBUG epoch: 12, train_acc: 99.07602119445801, val_acc: 91.82, acc_loss: 0.1293842401355505, grad_loss: None
2022-04-21 03:43:29,299 DEBUG epoch: 13, train_acc: 98.68539619445801, val_acc: 91.82, acc_loss: 0.14045761059969664, grad_loss: None
2022-04-21 03:43:30,205 DEBUG epoch: 14, train_acc: 97.75390625, val_acc: 91.78, acc_loss: 0.16800354793667793, grad_loss: None
