2022-04-21 00:37:59,250 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_CIFAR100', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.005, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=2.0)
2022-04-21 00:38:02,681 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 00:38:02,681 DEBUG  * Prec@1 91.890
2022-04-21 00:38:02,682 DEBUG load 1.weight to surrogate
2022-04-21 00:38:02,682 DEBUG load 1.bias to surrogate
2022-04-21 00:38:02,683 DEBUG 4
2022-04-21 00:38:02,683 DEBUG surrogate parameter has 4 trainable parameters!
2022-04-21 00:38:05,793 DEBUG epoch: 0, val_acc: 10.16
2022-04-21 00:38:06,757 DEBUG epoch: 1, train_acc: 0.0, val_acc: 10.01, acc_loss: 0.0, grad_loss: 4.032553887367248
2022-04-21 00:38:07,725 DEBUG epoch: 2, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.985459589958191
2022-04-21 00:38:08,688 DEBUG epoch: 3, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.8836074113845824
2022-04-21 00:38:09,675 DEBUG epoch: 4, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.6196130514144897
2022-04-21 00:38:10,636 DEBUG epoch: 5, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.2500493049621584
2022-04-21 00:38:11,594 DEBUG epoch: 6, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.0288769721984865
2022-04-21 00:38:12,573 DEBUG epoch: 7, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.950590896606445
2022-04-21 00:38:13,548 DEBUG epoch: 8, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.871582579612732
2022-04-21 00:38:14,561 DEBUG epoch: 9, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.797496771812439
2022-04-21 00:38:15,548 DEBUG epoch: 10, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.7266388177871703
2022-04-21 00:38:16,547 DEBUG epoch: 11, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.6511398553848267
2022-04-21 00:38:17,527 DEBUG epoch: 12, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.579077935218811
