2022-04-22 18:03:48,022 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_CIFAR10', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar100', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar100_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=10000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=8.0)
2022-04-22 18:03:51,472 DEBUG Test (client-0):	Loss 1.2311 (1.7817)	Prec@1 75.000 (68.630)
2022-04-22 18:03:51,472 DEBUG  * Prec@1 68.630
2022-04-22 18:03:51,476 DEBUG load 0.weight to surrogate
2022-04-22 18:03:51,476 DEBUG load 0.bias to surrogate
2022-04-22 18:03:51,476 DEBUG load 1.weight to surrogate
2022-04-22 18:03:51,477 DEBUG load 1.bias to surrogate
2022-04-22 18:03:51,477 DEBUG load 1.running_mean to surrogate
2022-04-22 18:03:51,477 DEBUG load 1.running_var to surrogate
2022-04-22 18:03:51,477 DEBUG load 1.num_batches_tracked to surrogate
2022-04-22 18:03:51,481 DEBUG 20
2022-04-22 18:03:51,482 DEBUG 26
2022-04-22 18:03:51,482 DEBUG surrogate parameter has 26 trainable parameters!
2022-04-22 18:03:56,096 DEBUG epoch: 0, val_acc: 1.0, val_fidelity: 1.02
2022-04-22 18:03:58,928 DEBUG epoch: 1, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.03, acc_loss: 0.0, grad_loss: 4.108040710038777
2022-04-22 18:04:01,720 DEBUG epoch: 2, train_acc: 0.0, val_acc: 1.01, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.106231499321853
2022-04-22 18:04:04,525 DEBUG epoch: 3, train_acc: 0.0, val_acc: 1.01, fidel_score: 1.01, acc_loss: 0.0, grad_loss: 4.111843103094946
2022-04-22 18:04:07,339 DEBUG epoch: 4, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.105751360519023
2022-04-22 18:04:10,136 DEBUG epoch: 5, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.01, acc_loss: 0.0, grad_loss: 4.107319819776317
2022-04-22 18:04:12,947 DEBUG epoch: 6, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.102038081688217
2022-04-22 18:04:15,753 DEBUG epoch: 7, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.108998896200446
2022-04-22 18:04:18,568 DEBUG epoch: 8, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.108497785616525
2022-04-22 18:04:21,367 DEBUG epoch: 9, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.104834297035314
2022-04-22 18:04:24,162 DEBUG epoch: 10, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.0, acc_loss: 0.0, grad_loss: 4.101576171343839
2022-04-22 18:04:26,999 DEBUG epoch: 11, train_acc: 0.0, val_acc: 1.01, fidel_score: 1.03, acc_loss: 0.0, grad_loss: 4.107183036924917
2022-04-22 18:04:29,798 DEBUG epoch: 12, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.02, acc_loss: 0.0, grad_loss: 4.101487823679477
2022-04-22 18:04:32,623 DEBUG epoch: 13, train_acc: 0.0, val_acc: 0.99, fidel_score: 1.01, acc_loss: 0.0, grad_loss: 4.1022387365751625
2022-04-22 18:04:35,453 DEBUG epoch: 14, train_acc: 0.0, val_acc: 0.98, fidel_score: 1.01, acc_loss: 0.0, grad_loss: 4.1042516291896
2022-04-22 18:04:38,282 DEBUG epoch: 15, train_acc: 0.0, val_acc: 0.96, fidel_score: 0.97, acc_loss: 0.0, grad_loss: 4.107324467429632
2022-04-22 18:04:41,097 DEBUG epoch: 16, train_acc: 0.0, val_acc: 0.97, fidel_score: 0.98, acc_loss: 0.0, grad_loss: 4.109060332744936
2022-04-22 18:04:43,916 DEBUG epoch: 17, train_acc: 0.0, val_acc: 0.97, fidel_score: 0.97, acc_loss: 0.0, grad_loss: 4.1060520576525334
2022-04-22 18:04:46,735 DEBUG epoch: 18, train_acc: 0.0, val_acc: 0.95, fidel_score: 0.96, acc_loss: 0.0, grad_loss: 4.103533397746991
2022-04-22 18:04:49,560 DEBUG epoch: 19, train_acc: 0.0, val_acc: 0.9, fidel_score: 0.93, acc_loss: 0.0, grad_loss: 4.108086091053637
2022-04-22 18:04:52,373 DEBUG epoch: 20, train_acc: 0.0, val_acc: 0.89, fidel_score: 0.88, acc_loss: 0.0, grad_loss: 4.1066148914868315
2022-04-22 18:04:55,192 DEBUG epoch: 21, train_acc: 0.0, val_acc: 0.9, fidel_score: 0.89, acc_loss: 0.0, grad_loss: 4.114300435102439
2022-04-22 18:04:58,011 DEBUG epoch: 22, train_acc: 0.0, val_acc: 0.9, fidel_score: 0.88, acc_loss: 0.0, grad_loss: 4.110542701769479
2022-04-22 18:05:00,816 DEBUG epoch: 23, train_acc: 0.0, val_acc: 0.94, fidel_score: 0.92, acc_loss: 0.0, grad_loss: 4.10924995096424
2022-04-22 18:05:03,619 DEBUG epoch: 24, train_acc: 0.0, val_acc: 0.84, fidel_score: 0.78, acc_loss: 0.0, grad_loss: 4.107966761045818
2022-04-22 18:05:06,434 DEBUG epoch: 25, train_acc: 0.0, val_acc: 0.95, fidel_score: 0.9, acc_loss: 0.0, grad_loss: 4.108429163317137
2022-04-22 18:05:09,234 DEBUG epoch: 26, train_acc: 0.0, val_acc: 0.99, fidel_score: 0.94, acc_loss: 0.0, grad_loss: 4.114343281033673
2022-04-22 18:05:12,052 DEBUG epoch: 27, train_acc: 0.0, val_acc: 0.98, fidel_score: 0.95, acc_loss: 0.0, grad_loss: 4.104555211489713
2022-04-22 18:05:14,889 DEBUG epoch: 28, train_acc: 0.0, val_acc: 0.86, fidel_score: 0.84, acc_loss: 0.0, grad_loss: 4.111687292026568
2022-04-22 18:05:17,704 DEBUG epoch: 29, train_acc: 0.0, val_acc: 0.81, fidel_score: 0.93, acc_loss: 0.0, grad_loss: 4.111202632324605
2022-04-22 18:05:20,509 DEBUG epoch: 30, train_acc: 0.0, val_acc: 0.97, fidel_score: 1.1, acc_loss: 0.0, grad_loss: 4.110012057461316
2022-04-22 18:05:23,321 DEBUG epoch: 31, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.117488402354566
2022-04-22 18:05:26,124 DEBUG epoch: 32, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104235962976383
2022-04-22 18:05:28,920 DEBUG epoch: 33, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104493989220148
2022-04-22 18:05:31,735 DEBUG epoch: 34, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110363552841959
2022-04-22 18:05:34,555 DEBUG epoch: 35, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.116422001319595
2022-04-22 18:05:37,375 DEBUG epoch: 36, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.108645590045784
2022-04-22 18:05:40,183 DEBUG epoch: 37, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106205255170412
2022-04-22 18:05:43,018 DEBUG epoch: 38, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111690524258191
2022-04-22 18:05:45,835 DEBUG epoch: 39, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.100031469441667
2022-04-22 18:05:48,672 DEBUG epoch: 40, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111973949625522
2022-04-22 18:05:51,504 DEBUG epoch: 41, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.103568976438498
2022-04-22 18:05:54,322 DEBUG epoch: 42, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.101951949204071
2022-04-22 18:05:57,141 DEBUG epoch: 43, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.114363788049432
2022-04-22 18:05:59,967 DEBUG epoch: 44, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.10825225069553
2022-04-22 18:06:02,781 DEBUG epoch: 45, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111714028104951
2022-04-22 18:06:05,586 DEBUG epoch: 46, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.1054017664510996
2022-04-22 18:06:08,422 DEBUG epoch: 47, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109907512423359
2022-04-22 18:06:11,258 DEBUG epoch: 48, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106737999976436
2022-04-22 18:06:14,089 DEBUG epoch: 49, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.124605015863346
2022-04-22 18:06:16,905 DEBUG epoch: 50, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.108817489841316
2022-04-22 18:06:19,733 DEBUG epoch: 51, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106694290909586
2022-04-22 18:06:22,539 DEBUG epoch: 52, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110389591772345
2022-04-22 18:06:25,380 DEBUG epoch: 53, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.099403882328468
2022-04-22 18:06:28,197 DEBUG epoch: 54, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109535060351408
2022-04-22 18:06:31,013 DEBUG epoch: 55, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.108000716076622
2022-04-22 18:06:33,836 DEBUG epoch: 56, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.114522695541382
2022-04-22 18:06:36,683 DEBUG epoch: 57, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.117650786532631
2022-04-22 18:06:39,499 DEBUG epoch: 58, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111840552921537
2022-04-22 18:06:42,339 DEBUG epoch: 59, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107697058327591
2022-04-22 18:06:45,149 DEBUG epoch: 60, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107913807977604
2022-04-22 18:06:47,953 DEBUG epoch: 61, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.10852992987331
2022-04-22 18:06:50,776 DEBUG epoch: 62, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105275030377545
2022-04-22 18:06:53,578 DEBUG epoch: 63, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.100801854193965
2022-04-22 18:06:56,417 DEBUG epoch: 64, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105102695996249
2022-04-22 18:06:59,253 DEBUG epoch: 65, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106240628640863
2022-04-22 18:07:02,063 DEBUG epoch: 66, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105303779433045
2022-04-22 18:07:04,901 DEBUG epoch: 67, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.1088897910299185
2022-04-22 18:07:07,739 DEBUG epoch: 68, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.108566724801365
2022-04-22 18:07:10,557 DEBUG epoch: 69, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104693974120708
2022-04-22 18:07:13,371 DEBUG epoch: 70, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109024865717828
2022-04-22 18:07:16,182 DEBUG epoch: 71, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105465481552897
2022-04-22 18:07:18,994 DEBUG epoch: 72, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107813986041878
2022-04-22 18:07:21,814 DEBUG epoch: 73, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.117108921461467
2022-04-22 18:07:24,647 DEBUG epoch: 74, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110769612879693
2022-04-22 18:07:27,450 DEBUG epoch: 75, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.114122598986082
2022-04-22 18:07:30,263 DEBUG epoch: 76, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111478715003291
2022-04-22 18:07:33,090 DEBUG epoch: 77, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105644017835207
2022-04-22 18:07:35,893 DEBUG epoch: 78, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107985734939575
2022-04-22 18:07:38,711 DEBUG epoch: 79, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105198054374019
2022-04-22 18:07:41,536 DEBUG epoch: 80, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.102864543093911
2022-04-22 18:07:44,373 DEBUG epoch: 81, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111409241640115
2022-04-22 18:07:47,173 DEBUG epoch: 82, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104540462735333
2022-04-22 18:07:50,000 DEBUG epoch: 83, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106451776963246
2022-04-22 18:07:52,813 DEBUG epoch: 84, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111788731587084
2022-04-22 18:07:55,613 DEBUG epoch: 85, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.10432546651816
2022-04-22 18:07:58,414 DEBUG epoch: 86, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106752392611926
2022-04-22 18:08:01,239 DEBUG epoch: 87, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111993291709997
2022-04-22 18:08:04,055 DEBUG epoch: 88, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105480284630498
2022-04-22 18:08:06,877 DEBUG epoch: 89, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105988928034336
2022-04-22 18:08:09,740 DEBUG epoch: 90, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109907430938527
2022-04-22 18:08:12,581 DEBUG epoch: 91, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106177815908118
2022-04-22 18:08:15,394 DEBUG epoch: 92, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.103077245663993
2022-04-22 18:08:18,226 DEBUG epoch: 93, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104647446282303
2022-04-22 18:08:21,037 DEBUG epoch: 94, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.112412618685372
2022-04-22 18:08:23,867 DEBUG epoch: 95, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.11336222479615
2022-04-22 18:08:26,709 DEBUG epoch: 96, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.099939940850946
2022-04-22 18:08:29,551 DEBUG epoch: 97, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110896312737767
2022-04-22 18:08:32,380 DEBUG epoch: 98, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104639309871046
2022-04-22 18:08:35,217 DEBUG epoch: 99, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110397625573074
2022-04-22 18:08:38,035 DEBUG epoch: 100, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.102036551584171
2022-04-22 18:08:40,846 DEBUG epoch: 101, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.112130219423318
2022-04-22 18:08:43,662 DEBUG epoch: 102, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105691372593747
2022-04-22 18:08:46,463 DEBUG epoch: 103, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.111381029780907
2022-04-22 18:08:49,262 DEBUG epoch: 104, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110931589633604
2022-04-22 18:08:52,092 DEBUG epoch: 105, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.108533545385433
2022-04-22 18:08:54,897 DEBUG epoch: 106, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104568240008777
2022-04-22 18:08:57,721 DEBUG epoch: 107, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.106312024442455
2022-04-22 18:09:00,547 DEBUG epoch: 108, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109781980514526
2022-04-22 18:09:03,371 DEBUG epoch: 109, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105418407464329
2022-04-22 18:09:06,185 DEBUG epoch: 110, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.104216663143303
2022-04-22 18:09:08,998 DEBUG epoch: 111, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107680598391762
2022-04-22 18:09:11,829 DEBUG epoch: 112, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.10806189911275
2022-04-22 18:09:14,668 DEBUG epoch: 113, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105632742748985
2022-04-22 18:09:17,503 DEBUG epoch: 114, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.1088025419017935
2022-04-22 18:09:20,343 DEBUG epoch: 115, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.11539229562011
2022-04-22 18:09:23,145 DEBUG epoch: 116, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.109255437609516
2022-04-22 18:09:25,974 DEBUG epoch: 117, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110091309004192
2022-04-22 18:09:28,810 DEBUG epoch: 118, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.115211568301237
2022-04-22 18:09:31,630 DEBUG epoch: 119, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105001929440076
2022-04-22 18:09:34,457 DEBUG epoch: 120, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.103504229195511
2022-04-22 18:09:37,282 DEBUG epoch: 121, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.110639267329928
2022-04-22 18:09:40,117 DEBUG epoch: 122, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.100105385237102
2022-04-22 18:09:42,931 DEBUG epoch: 123, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.103525744208807
2022-04-22 18:09:45,762 DEBUG epoch: 124, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.100527609450908
2022-04-22 18:09:48,578 DEBUG epoch: 125, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.105688499498971
2022-04-22 18:09:51,391 DEBUG epoch: 126, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.107785206806811
2022-04-22 18:09:54,226 DEBUG epoch: 127, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.103304196007644
2022-04-22 18:09:57,045 DEBUG epoch: 128, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.1114663262910485
2022-04-22 18:09:59,862 DEBUG epoch: 129, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.1119308290602286
2022-04-22 18:10:02,694 DEBUG epoch: 130, train_acc: 0.0, val_acc: 1.0, fidel_score: 1.12, acc_loss: 0.0, grad_loss: 4.115914540954783
