2022-04-21 02:45:17,187 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_SVHN', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=10000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=8.0)
2022-04-21 02:45:20,666 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 02:45:20,666 DEBUG  * Prec@1 91.890
2022-04-21 02:45:20,671 DEBUG load 0.weight to surrogate
2022-04-21 02:45:20,671 DEBUG load 0.bias to surrogate
2022-04-21 02:45:20,671 DEBUG load 1.weight to surrogate
2022-04-21 02:45:20,671 DEBUG load 1.bias to surrogate
2022-04-21 02:45:20,671 DEBUG load 1.running_mean to surrogate
2022-04-21 02:45:20,671 DEBUG load 1.running_var to surrogate
2022-04-21 02:45:20,671 DEBUG load 1.num_batches_tracked to surrogate
2022-04-21 02:45:20,676 DEBUG 20
2022-04-21 02:45:20,676 DEBUG 26
2022-04-21 02:45:20,676 DEBUG surrogate parameter has 26 trainable parameters!
2022-04-21 02:45:26,516 DEBUG epoch: 0, val_acc: 8.63
2022-04-21 02:45:29,356 DEBUG epoch: 1, train_acc: 0.0, val_acc: 9.96, acc_loss: 0.0, grad_loss: 4.032542548179626
2022-04-21 02:45:32,178 DEBUG epoch: 2, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.0324859619140625
2022-04-21 02:45:34,979 DEBUG epoch: 3, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032460007667542
2022-04-21 02:45:37,797 DEBUG epoch: 4, train_acc: 0.0, val_acc: 10.3, acc_loss: 0.0, grad_loss: 4.032448041439056
2022-04-21 02:45:40,604 DEBUG epoch: 5, train_acc: 0.0, val_acc: 10.63, acc_loss: 0.0, grad_loss: 4.032443542480468
2022-04-21 02:45:43,438 DEBUG epoch: 6, train_acc: 0.0, val_acc: 10.55, acc_loss: 0.0, grad_loss: 4.03244332075119
2022-04-21 02:45:46,264 DEBUG epoch: 7, train_acc: 0.0, val_acc: 10.23, acc_loss: 0.0, grad_loss: 4.032444841861725
2022-04-21 02:45:49,071 DEBUG epoch: 8, train_acc: 0.0, val_acc: 10.03, acc_loss: 0.0, grad_loss: 4.032446970939636
2022-04-21 02:45:51,895 DEBUG epoch: 9, train_acc: 0.0, val_acc: 11.13, acc_loss: 0.0, grad_loss: 4.032449018955231
2022-04-21 02:45:54,709 DEBUG epoch: 10, train_acc: 0.0, val_acc: 12.52, acc_loss: 0.0, grad_loss: 4.032451004981994
2022-04-21 02:45:57,538 DEBUG epoch: 11, train_acc: 0.0, val_acc: 10.19, acc_loss: 0.0, grad_loss: 4.03245260477066
2022-04-21 02:46:00,372 DEBUG epoch: 12, train_acc: 0.0, val_acc: 10.02, acc_loss: 0.0, grad_loss: 4.032453927993775
2022-04-21 02:46:03,234 DEBUG epoch: 13, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032454977035522
2022-04-21 02:46:06,047 DEBUG epoch: 14, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032455780506134
2022-04-21 02:46:08,867 DEBUG epoch: 15, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.0324563837051395
2022-04-21 02:46:11,723 DEBUG epoch: 16, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032456872463226
2022-04-21 02:46:14,536 DEBUG epoch: 17, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032457220554352
2022-04-21 02:46:17,388 DEBUG epoch: 18, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032457463741302
2022-04-21 02:46:20,185 DEBUG epoch: 19, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032457644939423
2022-04-21 02:46:23,049 DEBUG epoch: 20, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032457780838013
2022-04-21 02:46:25,875 DEBUG epoch: 21, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 4.032457869052887
