2022-04-21 02:39:54,864 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_SVHN', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.05, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=-1.0)
2022-04-21 02:39:58,312 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 02:39:58,312 DEBUG  * Prec@1 91.890
2022-04-21 02:39:58,312 DEBUG 24
2022-04-21 02:39:58,312 DEBUG 30
2022-04-21 02:39:58,313 DEBUG surrogate parameter has 38 trainable parameters!
2022-04-21 02:40:02,851 DEBUG epoch: 0, val_acc: 12.27
2022-04-21 02:40:03,868 DEBUG epoch: 1, train_acc: 0.0, val_acc: 12.3, acc_loss: 0.0, grad_loss: 4.015862607955933
2022-04-21 02:40:04,887 DEBUG epoch: 2, train_acc: 0.0, val_acc: 12.27, acc_loss: 0.0, grad_loss: 4.015857982635498
2022-04-21 02:40:05,922 DEBUG epoch: 3, train_acc: 0.0, val_acc: 12.27, acc_loss: 0.0, grad_loss: 4.015851902961731
2022-04-21 02:40:06,927 DEBUG epoch: 4, train_acc: 0.0, val_acc: 12.28, acc_loss: 0.0, grad_loss: 4.015845918655396
2022-04-21 02:40:07,963 DEBUG epoch: 5, train_acc: 0.0, val_acc: 12.29, acc_loss: 0.0, grad_loss: 4.015839385986328
2022-04-21 02:40:08,984 DEBUG epoch: 6, train_acc: 0.0, val_acc: 12.26, acc_loss: 0.0, grad_loss: 4.015833806991577
2022-04-21 02:40:10,054 DEBUG epoch: 7, train_acc: 0.0, val_acc: 12.28, acc_loss: 0.0, grad_loss: 4.0158284425735475
2022-04-21 02:40:11,077 DEBUG epoch: 8, train_acc: 0.0, val_acc: 12.23, acc_loss: 0.0, grad_loss: 4.015823817253112
2022-04-21 02:40:12,108 DEBUG epoch: 9, train_acc: 0.0, val_acc: 12.22, acc_loss: 0.0, grad_loss: 4.015819096565247
2022-04-21 02:40:13,128 DEBUG epoch: 10, train_acc: 0.0, val_acc: 12.16, acc_loss: 0.0, grad_loss: 4.015814566612244
2022-04-21 02:40:14,141 DEBUG epoch: 11, train_acc: 0.0, val_acc: 12.15, acc_loss: 0.0, grad_loss: 4.015810418128967
2022-04-21 02:40:15,177 DEBUG epoch: 12, train_acc: 0.0, val_acc: 12.12, acc_loss: 0.0, grad_loss: 4.015806818008423
2022-04-21 02:40:16,219 DEBUG epoch: 13, train_acc: 0.0, val_acc: 12.08, acc_loss: 0.0, grad_loss: 4.015803408622742
2022-04-21 02:40:17,245 DEBUG epoch: 14, train_acc: 0.0, val_acc: 12.03, acc_loss: 0.0, grad_loss: 4.015800309181214
2022-04-21 02:40:18,327 DEBUG epoch: 15, train_acc: 0.0, val_acc: 11.98, acc_loss: 0.0, grad_loss: 4.015797185897827
2022-04-21 02:40:19,355 DEBUG epoch: 16, train_acc: 0.0, val_acc: 11.98, acc_loss: 0.0, grad_loss: 4.015794658660889
2022-04-21 02:40:20,408 DEBUG epoch: 17, train_acc: 0.0, val_acc: 11.93, acc_loss: 0.0, grad_loss: 4.015791654586792
2022-04-21 02:40:21,415 DEBUG epoch: 18, train_acc: 0.0, val_acc: 11.9, acc_loss: 0.0, grad_loss: 4.0157890796661375
2022-04-21 02:40:22,490 DEBUG epoch: 19, train_acc: 0.0, val_acc: 11.87, acc_loss: 0.0, grad_loss: 4.0157870054244995
2022-04-21 02:40:23,528 DEBUG epoch: 20, train_acc: 0.0, val_acc: 11.89, acc_loss: 0.0, grad_loss: 4.015785074234008
2022-04-21 02:40:24,571 DEBUG epoch: 21, train_acc: 0.0, val_acc: 11.82, acc_loss: 0.0, grad_loss: 4.015783166885376
2022-04-21 02:40:25,584 DEBUG epoch: 22, train_acc: 0.0, val_acc: 11.79, acc_loss: 0.0, grad_loss: 4.015781307220459
2022-04-21 02:40:26,614 DEBUG epoch: 23, train_acc: 0.0, val_acc: 11.74, acc_loss: 0.0, grad_loss: 4.015779566764832
2022-04-21 02:40:27,657 DEBUG epoch: 24, train_acc: 0.0, val_acc: 11.72, acc_loss: 0.0, grad_loss: 4.01577787399292
2022-04-21 02:40:28,713 DEBUG epoch: 25, train_acc: 0.0, val_acc: 11.69, acc_loss: 0.0, grad_loss: 4.015776562690735
2022-04-21 02:40:29,735 DEBUG epoch: 26, train_acc: 0.0, val_acc: 11.65, acc_loss: 0.0, grad_loss: 4.015774989128113
2022-04-21 02:40:30,779 DEBUG epoch: 27, train_acc: 0.0, val_acc: 11.61, acc_loss: 0.0, grad_loss: 4.015773725509644
2022-04-21 02:40:31,798 DEBUG epoch: 28, train_acc: 0.0, val_acc: 11.6, acc_loss: 0.0, grad_loss: 4.015772414207459
2022-04-21 02:40:32,837 DEBUG epoch: 29, train_acc: 0.0, val_acc: 11.52, acc_loss: 0.0, grad_loss: 4.0157712459564205
2022-04-21 02:40:33,879 DEBUG epoch: 30, train_acc: 0.0, val_acc: 11.5, acc_loss: 0.0, grad_loss: 4.015770173072815
2022-04-21 02:40:34,898 DEBUG epoch: 31, train_acc: 0.0, val_acc: 11.43, acc_loss: 0.0, grad_loss: 4.0157691717147825
2022-04-21 02:40:35,987 DEBUG epoch: 32, train_acc: 0.0, val_acc: 11.39, acc_loss: 0.0, grad_loss: 4.015768265724182
2022-04-21 02:40:37,008 DEBUG epoch: 33, train_acc: 0.0, val_acc: 11.25, acc_loss: 0.0, grad_loss: 4.015767359733582
2022-04-21 02:40:38,020 DEBUG epoch: 34, train_acc: 0.0, val_acc: 11.19, acc_loss: 0.0, grad_loss: 4.015766716003418
2022-04-21 02:40:39,060 DEBUG epoch: 35, train_acc: 0.0, val_acc: 11.13, acc_loss: 0.0, grad_loss: 4.015766072273254
2022-04-21 02:40:40,076 DEBUG epoch: 36, train_acc: 0.0, val_acc: 11.07, acc_loss: 0.0, grad_loss: 4.015765357017517
2022-04-21 02:40:41,093 DEBUG epoch: 37, train_acc: 0.0, val_acc: 10.99, acc_loss: 0.0, grad_loss: 4.015764689445495
2022-04-21 02:40:42,113 DEBUG epoch: 38, train_acc: 0.0, val_acc: 10.92, acc_loss: 0.0, grad_loss: 4.01576418876648
2022-04-21 02:40:43,133 DEBUG epoch: 39, train_acc: 0.0, val_acc: 10.91, acc_loss: 0.0, grad_loss: 4.015763568878174
2022-04-21 02:40:44,175 DEBUG epoch: 40, train_acc: 0.0, val_acc: 10.81, acc_loss: 0.0, grad_loss: 4.015762972831726
2022-04-21 02:40:45,194 DEBUG epoch: 41, train_acc: 0.0, val_acc: 10.75, acc_loss: 0.0, grad_loss: 4.015762686729431
