2022-04-28 08:39:58,202 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='TrainME_option', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=0.02, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.005, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='thinner', test_best=True, train_clas_layer=5.0)
2022-04-28 08:40:01,678 DEBUG Test (client-0):	Loss 0.6164 (0.3623)	Prec@1 81.250 (91.890)
2022-04-28 08:40:01,679 DEBUG  * Prec@1 91.890
2022-04-28 08:40:01,738 DEBUG 14
2022-04-28 08:40:01,738 DEBUG surrogate parameter has 14 trainable parameters!
2022-04-28 08:40:04,644 DEBUG epoch: 0, val_acc: 9.98, val_fidelity: 9.95
2022-04-28 08:40:06,092 DEBUG epoch: 1, train_acc: 17.991286039352417, val_acc: 32.91, fidel_score: 33.24, acc_loss: 2.7257643043994904, grad_loss: None
2022-04-28 08:40:07,536 DEBUG epoch: 2, train_acc: 43.5546875, val_acc: 57.06, fidel_score: 57.96, acc_loss: 1.647687703371048, grad_loss: None
2022-04-28 08:40:08,974 DEBUG epoch: 3, train_acc: 67.78846168518066, val_acc: 70.34, fidel_score: 72.09, acc_loss: 1.0462486818432808, grad_loss: None
2022-04-28 08:40:10,412 DEBUG epoch: 4, train_acc: 77.89212703704834, val_acc: 77.46, fidel_score: 79.78, acc_loss: 0.7416690140962601, grad_loss: None
2022-04-28 08:40:11,872 DEBUG epoch: 5, train_acc: 81.76081657409668, val_acc: 81.21, fidel_score: 83.33, acc_loss: 0.6165885254740715, grad_loss: None
2022-04-28 08:40:13,340 DEBUG epoch: 6, train_acc: 89.27283668518066, val_acc: 83.52, fidel_score: 86.25, acc_loss: 0.38075626641511917, grad_loss: None
2022-04-28 08:40:14,773 DEBUG epoch: 7, train_acc: 88.13100910186768, val_acc: 84.48, fidel_score: 86.95, acc_loss: 0.3734992891550064, grad_loss: None
2022-04-28 08:40:16,223 DEBUG epoch: 8, train_acc: 90.85035991668701, val_acc: 85.81, fidel_score: 88.68, acc_loss: 0.3214246667921543, grad_loss: None
2022-04-28 08:40:17,674 DEBUG epoch: 9, train_acc: 92.46544456481934, val_acc: 86.58, fidel_score: 89.04, acc_loss: 0.24350019451230764, grad_loss: None
2022-04-28 08:40:19,133 DEBUG epoch: 10, train_acc: 91.30108165740967, val_acc: 87.05, fidel_score: 90.07, acc_loss: 0.29429412726312876, grad_loss: None
2022-04-28 08:40:20,585 DEBUG epoch: 11, train_acc: 93.00630950927734, val_acc: 86.92, fidel_score: 90.15, acc_loss: 0.22066732309758663, grad_loss: None
2022-04-28 08:40:22,032 DEBUG epoch: 12, train_acc: 93.11898994445801, val_acc: 87.29, fidel_score: 90.05, acc_loss: 0.21316131576895714, grad_loss: None
2022-04-28 08:40:23,485 DEBUG epoch: 13, train_acc: 95.387619972229, val_acc: 87.8, fidel_score: 91.09, acc_loss: 0.1643919926136732, grad_loss: None
2022-04-28 08:40:24,929 DEBUG epoch: 14, train_acc: 94.27584075927734, val_acc: 87.95, fidel_score: 91.42, acc_loss: 0.1806863103993237, grad_loss: None
2022-04-28 08:40:26,392 DEBUG epoch: 15, train_acc: 92.12740325927734, val_acc: 87.79, fidel_score: 91.25, acc_loss: 0.2370115788653493, grad_loss: None
2022-04-28 08:40:27,860 DEBUG epoch: 16, train_acc: 95.22235584259033, val_acc: 87.69, fidel_score: 90.84, acc_loss: 0.14718781504780054, grad_loss: None
2022-04-28 08:40:29,303 DEBUG epoch: 17, train_acc: 95.22986793518066, val_acc: 88.23, fidel_score: 91.72, acc_loss: 0.1587312687188387, grad_loss: None
2022-04-28 08:40:30,784 DEBUG epoch: 18, train_acc: 95.18479537963867, val_acc: 88.07, fidel_score: 91.19, acc_loss: 0.1510637062601745, grad_loss: None
2022-04-28 08:40:32,229 DEBUG epoch: 19, train_acc: 95.68810081481934, val_acc: 88.33, fidel_score: 91.84, acc_loss: 0.13319695089012384, grad_loss: None
2022-04-28 08:40:33,681 DEBUG epoch: 20, train_acc: 97.926682472229, val_acc: 88.44, fidel_score: 91.82, acc_loss: 0.07843622146174312, grad_loss: None
2022-04-28 08:40:35,130 DEBUG epoch: 21, train_acc: 95.5078125, val_acc: 88.8, fidel_score: 92.14, acc_loss: 0.1323327817954123, grad_loss: None
2022-04-28 08:40:36,575 DEBUG epoch: 22, train_acc: 94.48617744445801, val_acc: 88.37, fidel_score: 91.71, acc_loss: 0.2157930415123701, grad_loss: None
2022-04-28 08:40:38,021 DEBUG epoch: 23, train_acc: 97.39332866668701, val_acc: 88.8, fidel_score: 91.93, acc_loss: 0.09641210874542594, grad_loss: None
2022-04-28 08:40:39,455 DEBUG epoch: 24, train_acc: 96.27403831481934, val_acc: 88.6, fidel_score: 92.16, acc_loss: 0.12144639575853944, grad_loss: None
2022-04-28 08:40:40,897 DEBUG epoch: 25, train_acc: 97.40084075927734, val_acc: 88.82, fidel_score: 92.44, acc_loss: 0.08686876716092229, grad_loss: None
2022-04-28 08:40:42,363 DEBUG epoch: 26, train_acc: 96.81490325927734, val_acc: 88.45, fidel_score: 92.17, acc_loss: 0.11463407427072525, grad_loss: None
2022-04-28 08:40:43,816 DEBUG epoch: 27, train_acc: 96.30408668518066, val_acc: 88.83, fidel_score: 92.57, acc_loss: 0.11014677723869681, grad_loss: None
2022-04-28 08:40:45,274 DEBUG epoch: 28, train_acc: 97.536057472229, val_acc: 89.06, fidel_score: 92.52, acc_loss: 0.08847374259494245, grad_loss: None
2022-04-28 08:40:46,742 DEBUG epoch: 29, train_acc: 97.340744972229, val_acc: 88.89, fidel_score: 92.84, acc_loss: 0.09380666352808475, grad_loss: None
2022-04-28 08:40:48,217 DEBUG epoch: 30, train_acc: 96.53695869445801, val_acc: 88.41, fidel_score: 92.07, acc_loss: 0.1322956185322255, grad_loss: None
2022-04-28 08:40:49,689 DEBUG epoch: 31, train_acc: 96.2890625, val_acc: 89.07, fidel_score: 92.68, acc_loss: 0.12962767691351473, grad_loss: None
2022-04-28 08:40:51,162 DEBUG epoch: 32, train_acc: 96.37169456481934, val_acc: 89.17, fidel_score: 92.69, acc_loss: 0.12767847394570708, grad_loss: None
2022-04-28 08:40:52,624 DEBUG epoch: 33, train_acc: 97.145432472229, val_acc: 89.01, fidel_score: 92.62, acc_loss: 0.09856505994684994, grad_loss: None
2022-04-28 08:40:54,099 DEBUG epoch: 34, train_acc: 97.17548084259033, val_acc: 88.96, fidel_score: 92.61, acc_loss: 0.08122307760640979, grad_loss: None
2022-04-28 08:40:55,572 DEBUG epoch: 35, train_acc: 97.46844959259033, val_acc: 89.12, fidel_score: 92.78, acc_loss: 0.08372752973809838, grad_loss: None
2022-04-28 08:40:57,050 DEBUG epoch: 36, train_acc: 95.92848491668701, val_acc: 88.93, fidel_score: 92.36, acc_loss: 0.1447740807197988, grad_loss: None
2022-04-28 08:40:58,511 DEBUG epoch: 37, train_acc: 97.97926616668701, val_acc: 89.05, fidel_score: 92.61, acc_loss: 0.07610130915418267, grad_loss: None
2022-04-28 08:41:00,007 DEBUG epoch: 38, train_acc: 97.731369972229, val_acc: 89.56, fidel_score: 93.03, acc_loss: 0.08031506580300629, grad_loss: None
2022-04-28 08:41:01,461 DEBUG epoch: 39, train_acc: 97.438401222229, val_acc: 89.12, fidel_score: 93.14, acc_loss: 0.09249313385225832, grad_loss: None
2022-04-28 08:41:02,929 DEBUG epoch: 40, train_acc: 98.219651222229, val_acc: 88.91, fidel_score: 92.27, acc_loss: 0.06853376189246774, grad_loss: None
2022-04-28 08:41:04,390 DEBUG epoch: 41, train_acc: 97.633713722229, val_acc: 89.1, fidel_score: 92.53, acc_loss: 0.08013161481358111, grad_loss: None
2022-04-28 08:41:05,861 DEBUG epoch: 42, train_acc: 98.512619972229, val_acc: 89.14, fidel_score: 92.94, acc_loss: 0.058188883820548654, grad_loss: None
2022-04-28 08:41:07,320 DEBUG epoch: 43, train_acc: 95.44771575927734, val_acc: 88.91, fidel_score: 92.48, acc_loss: 0.14857704215683043, grad_loss: None
2022-04-28 08:41:08,795 DEBUG epoch: 44, train_acc: 97.88160991668701, val_acc: 88.97, fidel_score: 92.31, acc_loss: 0.06254073744639754, grad_loss: None
2022-04-28 08:41:10,251 DEBUG epoch: 45, train_acc: 98.121994972229, val_acc: 88.69, fidel_score: 92.19, acc_loss: 0.06875260709784925, grad_loss: None
2022-04-28 08:41:11,732 DEBUG epoch: 46, train_acc: 97.731369972229, val_acc: 89.32, fidel_score: 92.7, acc_loss: 0.07010730681940913, grad_loss: None
2022-04-28 08:41:13,173 DEBUG epoch: 47, train_acc: 97.04026412963867, val_acc: 89.17, fidel_score: 92.61, acc_loss: 0.09165388997644186, grad_loss: None
2022-04-28 08:41:14,624 DEBUG epoch: 48, train_acc: 97.926682472229, val_acc: 89.2, fidel_score: 93.12, acc_loss: 0.08761438494548202, grad_loss: None
2022-04-28 08:41:16,096 DEBUG epoch: 49, train_acc: 97.68629741668701, val_acc: 89.11, fidel_score: 92.76, acc_loss: 0.06182191940024495, grad_loss: None
2022-04-28 08:41:17,546 DEBUG epoch: 50, train_acc: 97.51352119445801, val_acc: 89.46, fidel_score: 93.06, acc_loss: 0.08759433799423277, grad_loss: None
2022-04-28 08:41:18,999 DEBUG epoch: 51, train_acc: 96.53695869445801, val_acc: 89.33, fidel_score: 93.11, acc_loss: 0.10819901432842016, grad_loss: None
2022-04-28 08:41:20,427 DEBUG epoch: 52, train_acc: 98.610276222229, val_acc: 89.16, fidel_score: 92.7, acc_loss: 0.0582964246859774, grad_loss: None
2022-04-28 08:41:21,889 DEBUG epoch: 53, train_acc: 98.73046875, val_acc: 89.19, fidel_score: 93.24, acc_loss: 0.04883758910000324, grad_loss: None
2022-04-28 08:41:23,357 DEBUG epoch: 54, train_acc: 97.17548084259033, val_acc: 89.29, fidel_score: 93.22, acc_loss: 0.10350828943774104, grad_loss: None
2022-04-28 08:41:24,807 DEBUG epoch: 55, train_acc: 97.15294456481934, val_acc: 89.31, fidel_score: 93.29, acc_loss: 0.09272369113750756, grad_loss: None
2022-04-28 08:41:26,269 DEBUG epoch: 56, train_acc: 98.317307472229, val_acc: 89.7, fidel_score: 93.02, acc_loss: 0.0655691004358232, grad_loss: None
2022-04-28 08:41:27,713 DEBUG epoch: 57, train_acc: 98.6328125, val_acc: 89.32, fidel_score: 92.8, acc_loss: 0.046055536600761116, grad_loss: None
2022-04-28 08:41:29,180 DEBUG epoch: 58, train_acc: 97.926682472229, val_acc: 89.32, fidel_score: 93.3, acc_loss: 0.08565600542351604, grad_loss: None
2022-04-28 08:41:30,637 DEBUG epoch: 59, train_acc: 98.610276222229, val_acc: 89.55, fidel_score: 93.42, acc_loss: 0.050702852196991444, grad_loss: None
2022-04-28 08:41:32,083 DEBUG epoch: 60, train_acc: 98.903244972229, val_acc: 89.6, fidel_score: 93.45, acc_loss: 0.04380455589853227, grad_loss: None
2022-04-28 08:41:33,542 DEBUG epoch: 61, train_acc: 98.610276222229, val_acc: 89.31, fidel_score: 93.32, acc_loss: 0.03513364237733185, grad_loss: None
2022-04-28 08:41:35,013 DEBUG epoch: 62, train_acc: 96.88251209259033, val_acc: 89.51, fidel_score: 93.21, acc_loss: 0.09278833749704063, grad_loss: None
2022-04-28 08:41:36,483 DEBUG epoch: 63, train_acc: 97.66376209259033, val_acc: 89.45, fidel_score: 93.5, acc_loss: 0.08321560267359018, grad_loss: None
2022-04-28 08:41:37,948 DEBUG epoch: 64, train_acc: 98.610276222229, val_acc: 89.53, fidel_score: 93.49, acc_loss: 0.042192489199806005, grad_loss: None
2022-04-28 08:41:39,404 DEBUG epoch: 65, train_acc: 98.92578125, val_acc: 89.58, fidel_score: 93.27, acc_loss: 0.03513523086439818, grad_loss: None
2022-04-28 08:41:40,868 DEBUG epoch: 66, train_acc: 96.97265625, val_acc: 89.57, fidel_score: 93.48, acc_loss: 0.11188723193481565, grad_loss: None
2022-04-28 08:41:42,322 DEBUG epoch: 67, train_acc: 97.438401222229, val_acc: 89.72, fidel_score: 93.3, acc_loss: 0.09542726189829409, grad_loss: None
2022-04-28 08:41:43,779 DEBUG epoch: 68, train_acc: 99.15114116668701, val_acc: 89.66, fidel_score: 93.61, acc_loss: 0.03587563522160053, grad_loss: None
2022-04-28 08:41:45,224 DEBUG epoch: 69, train_acc: 97.61117744445801, val_acc: 89.37, fidel_score: 93.45, acc_loss: 0.07441986491903663, grad_loss: None
2022-04-28 08:41:46,664 DEBUG epoch: 70, train_acc: 99.4140625, val_acc: 89.54, fidel_score: 93.31, acc_loss: 0.03156088921241462, grad_loss: None
2022-04-28 08:41:48,116 DEBUG epoch: 71, train_acc: 96.88251209259033, val_acc: 89.57, fidel_score: 93.2, acc_loss: 0.09319857135415077, grad_loss: None
2022-04-28 08:41:49,579 DEBUG epoch: 72, train_acc: 98.512619972229, val_acc: 89.6, fidel_score: 93.71, acc_loss: 0.05770115810446441, grad_loss: None
2022-04-28 08:41:51,053 DEBUG epoch: 73, train_acc: 98.707932472229, val_acc: 89.56, fidel_score: 93.46, acc_loss: 0.049262879067100585, grad_loss: None
2022-04-28 08:41:52,500 DEBUG epoch: 74, train_acc: 97.633713722229, val_acc: 89.65, fidel_score: 93.35, acc_loss: 0.08969126362353563, grad_loss: None
2022-04-28 08:41:53,970 DEBUG epoch: 75, train_acc: 99.000901222229, val_acc: 89.04, fidel_score: 93.27, acc_loss: 0.032229856587946415, grad_loss: None
2022-04-28 08:41:55,436 DEBUG epoch: 76, train_acc: 98.09945869445801, val_acc: 89.67, fidel_score: 93.56, acc_loss: 0.05217963154427707, grad_loss: None
2022-04-28 08:41:56,912 DEBUG epoch: 77, train_acc: 97.96424293518066, val_acc: 89.69, fidel_score: 93.68, acc_loss: 0.06266399077139795, grad_loss: None
2022-04-28 08:41:58,341 DEBUG epoch: 78, train_acc: 96.31910991668701, val_acc: 89.35, fidel_score: 93.0, acc_loss: 0.11934111989103258, grad_loss: None
2022-04-28 08:41:59,807 DEBUG epoch: 79, train_acc: 97.29567241668701, val_acc: 89.63, fidel_score: 93.55, acc_loss: 0.06739581451984122, grad_loss: None
2022-04-28 08:42:01,268 DEBUG epoch: 80, train_acc: 98.903244972229, val_acc: 89.51, fidel_score: 93.15, acc_loss: 0.04079202166758478, grad_loss: None
2022-04-28 08:42:02,733 DEBUG epoch: 81, train_acc: 97.37079334259033, val_acc: 89.39, fidel_score: 93.15, acc_loss: 0.07741805887781084, grad_loss: None
2022-04-28 08:42:04,219 DEBUG epoch: 82, train_acc: 97.44591331481934, val_acc: 89.5, fidel_score: 93.44, acc_loss: 0.0808581926394254, grad_loss: None
2022-04-28 08:42:05,687 DEBUG epoch: 83, train_acc: 98.92578125, val_acc: 89.1, fidel_score: 92.81, acc_loss: 0.03774142556358129, grad_loss: None
2022-04-28 08:42:07,175 DEBUG epoch: 84, train_acc: 98.57271575927734, val_acc: 89.76, fidel_score: 93.59, acc_loss: 0.048854989698156714, grad_loss: None
2022-04-28 08:42:08,635 DEBUG epoch: 85, train_acc: 97.90414619445801, val_acc: 89.62, fidel_score: 93.44, acc_loss: 0.06308080221060663, grad_loss: None
2022-04-28 08:42:10,081 DEBUG epoch: 86, train_acc: 98.512619972229, val_acc: 89.78, fidel_score: 93.58, acc_loss: 0.05260422499850392, grad_loss: None
2022-04-28 08:42:11,538 DEBUG epoch: 87, train_acc: 98.15204334259033, val_acc: 89.67, fidel_score: 93.25, acc_loss: 0.06467626563971862, grad_loss: None
2022-04-28 08:42:13,001 DEBUG epoch: 88, train_acc: 98.17457866668701, val_acc: 89.57, fidel_score: 93.21, acc_loss: 0.05388180213049054, grad_loss: None
2022-04-28 08:42:14,484 DEBUG epoch: 89, train_acc: 98.6328125, val_acc: 89.6, fidel_score: 93.64, acc_loss: 0.050486791180446744, grad_loss: None
2022-04-28 08:42:15,941 DEBUG epoch: 90, train_acc: 97.633713722229, val_acc: 89.35, fidel_score: 93.36, acc_loss: 0.06201436463743448, grad_loss: None
2022-04-28 08:42:17,407 DEBUG epoch: 91, train_acc: 97.16796875, val_acc: 89.34, fidel_score: 93.12, acc_loss: 0.08483924064785242, grad_loss: None
2022-04-28 08:42:18,849 DEBUG epoch: 92, train_acc: 97.75390625, val_acc: 89.6, fidel_score: 93.39, acc_loss: 0.07761412626132369, grad_loss: None
2022-04-28 08:42:20,325 DEBUG epoch: 93, train_acc: 97.02523994445801, val_acc: 89.6, fidel_score: 93.7, acc_loss: 0.08773837715853006, grad_loss: None
2022-04-28 08:42:21,785 DEBUG epoch: 94, train_acc: 98.49008369445801, val_acc: 89.75, fidel_score: 93.52, acc_loss: 0.04848945117555559, grad_loss: None
2022-04-28 08:42:23,250 DEBUG epoch: 95, train_acc: 98.512619972229, val_acc: 89.36, fidel_score: 93.02, acc_loss: 0.047431802842766047, grad_loss: None
2022-04-28 08:42:24,749 DEBUG epoch: 96, train_acc: 98.56520366668701, val_acc: 89.64, fidel_score: 93.35, acc_loss: 0.04633636027574539, grad_loss: None
2022-04-28 08:42:26,228 DEBUG epoch: 97, train_acc: 98.610276222229, val_acc: 89.42, fidel_score: 93.33, acc_loss: 0.052145837515126914, grad_loss: None
2022-04-28 08:42:27,667 DEBUG epoch: 98, train_acc: 99.15114116668701, val_acc: 89.76, fidel_score: 93.62, acc_loss: 0.038289299816824496, grad_loss: None
2022-04-28 08:42:29,113 DEBUG epoch: 99, train_acc: 98.024338722229, val_acc: 89.53, fidel_score: 93.29, acc_loss: 0.05826418899232522, grad_loss: None
2022-04-28 08:42:30,582 DEBUG epoch: 100, train_acc: 99.56430244445801, val_acc: 89.65, fidel_score: 93.28, acc_loss: 0.023137507610954344, grad_loss: None
2022-04-28 08:42:32,031 DEBUG epoch: 101, train_acc: 99.293869972229, val_acc: 89.74, fidel_score: 93.55, acc_loss: 0.03140417445683852, grad_loss: None
2022-04-28 08:42:33,482 DEBUG epoch: 102, train_acc: 98.512619972229, val_acc: 89.61, fidel_score: 93.34, acc_loss: 0.05826524761505425, grad_loss: None
2022-04-28 08:42:34,942 DEBUG epoch: 103, train_acc: 98.54266834259033, val_acc: 89.77, fidel_score: 93.61, acc_loss: 0.04843392735347152, grad_loss: None
