2022-04-21 01:16:03,750 DEBUG Namespace(arch='vgg11_bn', attack_client=0, attack_epochs=300, attack_style='GM_option_SVHN', average_time=1, batch_size=128, bottleneck_option='None', cutlayer=4, data_proportion=1.0, dataset='cifar10', filename='ace_V2_epoch_vgg11_bn_cutlayer_4_client_1_seed125_dataset_cifar10_lr_0.05_200epoch', folder='saves/baseline', learning_rate=0.005, noniid_ratio=1.0, num_client=1, num_epochs='best', num_query=1000, random_seed=123, regularization='None', regularization_strength=0.0, scheme='V2_epoch', surrogate_arch='same', test_best=True, train_clas_layer=2.0)
2022-04-21 01:16:07,244 DEBUG Test (client-0):	Loss 0.6165 (0.3623)	Prec@1 81.250 (91.890)
2022-04-21 01:16:07,244 DEBUG  * Prec@1 91.890
2022-04-21 01:16:07,245 DEBUG load 1.weight to surrogate
2022-04-21 01:16:07,245 DEBUG load 1.bias to surrogate
2022-04-21 01:16:07,246 DEBUG 4
2022-04-21 01:16:07,246 DEBUG surrogate parameter has 4 trainable parameters!
2022-04-21 01:17:10,002 DEBUG epoch: 0, val_acc: 10.16
2022-04-21 01:17:11,020 DEBUG epoch: 1, train_acc: 0.0, val_acc: 10.12, acc_loss: 0.0, grad_loss: 4.016663813591004
2022-04-21 01:17:12,027 DEBUG epoch: 2, train_acc: 0.0, val_acc: 10.54, acc_loss: 0.0, grad_loss: 3.9588143110275267
2022-04-21 01:17:13,021 DEBUG epoch: 3, train_acc: 0.0, val_acc: 19.35, acc_loss: 0.0, grad_loss: 3.8807900190353393
2022-04-21 01:17:14,045 DEBUG epoch: 4, train_acc: 0.0, val_acc: 19.6, acc_loss: 0.0, grad_loss: 3.7721994161605834
2022-04-21 01:17:15,053 DEBUG epoch: 5, train_acc: 0.0, val_acc: 10.33, acc_loss: 0.0, grad_loss: 3.606606650352478
2022-04-21 01:17:16,090 DEBUG epoch: 6, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.3547893524169923
2022-04-21 01:17:17,085 DEBUG epoch: 7, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 3.0738469123840333
2022-04-21 01:17:18,098 DEBUG epoch: 8, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.8700050830841066
2022-04-21 01:17:19,109 DEBUG epoch: 9, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.75527663230896
2022-04-21 01:17:20,101 DEBUG epoch: 10, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.6464169025421143
2022-04-21 01:17:21,115 DEBUG epoch: 11, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.5246299505233765
2022-04-21 01:17:22,157 DEBUG epoch: 12, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.415919852256775
2022-04-21 01:17:23,171 DEBUG epoch: 13, train_acc: 0.0, val_acc: 10.0, acc_loss: 0.0, grad_loss: 2.2958147644996645
2022-04-21 01:17:24,180 DEBUG epoch: 14, train_acc: 0.0, val_acc: 18.04, acc_loss: 0.0, grad_loss: 2.1135070443153383
2022-04-21 01:17:25,205 DEBUG epoch: 15, train_acc: 0.0, val_acc: 26.37, acc_loss: 0.0, grad_loss: 1.9131995797157288
2022-04-21 01:17:26,230 DEBUG epoch: 16, train_acc: 0.0, val_acc: 26.74, acc_loss: 0.0, grad_loss: 1.7087766408920289
2022-04-21 01:17:27,282 DEBUG epoch: 17, train_acc: 0.0, val_acc: 26.9, acc_loss: 0.0, grad_loss: 1.5485480189323426
2022-04-21 01:17:28,320 DEBUG epoch: 18, train_acc: 0.0, val_acc: 44.95, acc_loss: 0.0, grad_loss: 1.3482835650444032
2022-04-21 01:17:29,338 DEBUG epoch: 19, train_acc: 0.0, val_acc: 46.15, acc_loss: 0.0, grad_loss: 1.1427196264266968
2022-04-21 01:17:30,325 DEBUG epoch: 20, train_acc: 0.0, val_acc: 53.98, acc_loss: 0.0, grad_loss: 1.0175225555896759
